# OpenTelemetry Metrics report: .csv, 4 fields # <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.90P,1757827535712000000,1757827595711000000,0
FilePageCache.capacityInBytes,1757827535712000000,1757827595711000000,524288000
FilePageCache.disposedBuffers,1757827535712000000,1757827595711000000,0
DirectByteBufferAllocator.reclaimed,1757827535712000000,1757827595711000000,0
DirectByteBufferAllocator.hits,1757827535712000000,1757827595711000000,0
FilePageCache.maxCacheSizeInBytes,1757827535712000000,1757827595711000000,387375104
FilePageCache.maxRegisteredFiles,1757827535712000000,1757827595711000000,938
StorageLockContext.competingThreads.avg,1757827535712000000,1757827595711000000,0.0
DirectByteBufferAllocator.disposed,1757827535712000000,1757827595711000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827535712000000,1757827595711000000,0
FilePageCache.pageLoads,1757827535712000000,1757827595711000000,0
FilePageCache.pageFastCacheHits,1757827535712000000,1757827595711000000,925
FilePageCache.uncachedFileAccess,1757827535712000000,1757827595711000000,0
FilePageCache.totalPageDisposalsUs,1757827535712000000,1757827595711000000,0
StorageLockContext.competingThreads.max,1757827535712000000,1757827595711000000,0
FilePageCache.totalPageLoadsUs,1757827535712000000,1757827595711000000,0
DirectByteBufferAllocator.misses,1757827535712000000,1757827595711000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757827535712000000,1757827595711000000,0
FilePageCache.pageHits,1757827535712000000,1757827595711000000,0
FileNameCache.totalMisses,1757827595711000000,1757827637164000000,1
FileNameCache.queries,1757827595711000000,1757827637164000000,5573
FileNameCache.fastMisses,1757827595711000000,1757827637164000000,151
NonBlockingReadAction.finalizedExecutionTimeUs,1757827595711000000,1757827637164000000,3359
NonBlockingReadAction.failedExecutionsCount,1757827595711000000,1757827637164000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757827595711000000,1757827637164000000,12
NonBlockingReadAction.failedExecutionTimeUs,1757827595711000000,1757827637164000000,0
StorageLockContext.competingThreads.90P,1757827595711000000,1757827637164000000,0
FilePageCache.capacityInBytes,1757827595711000000,1757827637164000000,524288000
FilePageCache.disposedBuffers,1757827595711000000,1757827637164000000,1195
DirectByteBufferAllocator.reclaimed,1757827595711000000,1757827637164000000,0
DirectByteBufferAllocator.hits,1757827595711000000,1757827637164000000,0
FilePageCache.maxCacheSizeInBytes,1757827595711000000,1757827637164000000,387375104
FilePageCache.maxRegisteredFiles,1757827595711000000,1757827637164000000,938
StorageLockContext.competingThreads.avg,1757827595711000000,1757827637164000000,0.9875
DirectByteBufferAllocator.disposed,1757827595711000000,1757827637164000000,1195
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827595711000000,1757827637164000000,0
FilePageCache.pageLoads,1757827595711000000,1757827637164000000,18
FilePageCache.pageFastCacheHits,1757827595711000000,1757827637164000000,2072
FilePageCache.uncachedFileAccess,1757827595711000000,1757827637164000000,45
FilePageCache.totalPageDisposalsUs,1757827595711000000,1757827637164000000,8
StorageLockContext.competingThreads.max,1757827595711000000,1757827637164000000,26
FilePageCache.totalPageLoadsUs,1757827595711000000,1757827637164000000,366466
DirectByteBufferAllocator.misses,1757827595711000000,1757827637164000000,18
FilePageCache.pageLoadsAboveSizeThreshold,1757827595711000000,1757827637164000000,0
FilePageCache.pageHits,1757827595711000000,1757827637164000000,0
